-1.3242,-1.34535
-1.32395,-1.34516
-1.3237,-1.34511
-1.32345,-1.34523
-1.3232,-1.3455
-1.32294,-1.34594
-1.32268,-1.34656
-1.32242,-1.34734
-1.32216,-1.34829
-1.32189,-1.34941
-1.32162,-1.35067
-1.32135,-1.35206
-1.32108,-1.35337
-1.3208,-1.35437
-1.32052,-1.35522
-1.32024,-1.35636
-1.31996,-1.35632
-1.31979,-1.35697
-1.32999,-1.35311
-1.32999,-1.3539
-1.32999,-1.35458
-1.32999,-1.35489
-1.32999,-1.35517
-1.32999,-1.35558
-1.32999,-1.35608
-1.32999,-1.35667
-1.32999,-1.35726
-1.32999,-1.3579
-1.32999,-1.35851
-1.32999,-1.35916
-1.32999,-1.35979
-1.32999,-1.36047
-1.32999,-1.36118
-1.32999,-1.36195
-1.32999,-1.36279
-1.32999,-1.36372
-1.32999,-1.36473
-1.32999,-1.36583
-1.32999,-1.36701
-1.32999,-1.36825
-1.32999,-1.36955
-1.32999,-1.37086
-1.32999,-1.37218
-1.32999,-1.37347
-1.32999,-1.3747
-1.32999,-1.37585
-1.32999,-1.3769
-1.32999,-1.37781
-1.32999,-1.37859
-1.32999,-1.37922
-1.32999,-1.37969
-1.32999,-1.38001
-1.32999,-1.38018
-1.32999,-1.3802
-1.32999,-1.38011
-1.32999,-1.37989
-1.32999,-1.37958
-1.32999,-1.37918
-1.32999,-1.3787
-1.32999,-1.37816
-1.32999,-1.37755
-1.32992,-1.37689
-1.32964,-1.37616
-1.32935,-1.37537
-1.32906,-1.3745
-1.32877,-1.37355
-1.32848,-1.3725
-1.32818,-1.37136
-1.32789,-1.37012
-1.32759,-1.36878
-1.32728,-1.36735
-1.32698,-1.36585
-1.32667,-1.3643
-1.32637,-1.36272
-1.32605,-1.36116
-1.32574,-1.35964
-1.32543,-1.3582
-1.32511,-1.35687
-1.32479,-1.35568
-1.32447,-1.35463
-1.32414,-1.35374
-1.32382,-1.35301
-1.32349,-1.35242
-1.32316,-1.35197
-1.32283,-1.35163
-1.32249,-1.35138
-1.32215,-1.3512
-1.32182,-1.35107
-1.32147,-1.35098
-1.32113,-1.35091
-1.32078,-1.35086
-1.32044,-1.35085
-1.32009,-1.35087
-1.31973,-1.35095
-1.31938,-1.35109
-1.31902,-1.3513
-1.31866,-1.35161
-1.3183,-1.35202
-1.31794,-1.35251
-1.31757,-1.3531
-1.31721,-1.3536
-1.31684,-1.35373
-1.31647,-1.35331
-1.31609,-1.3528
-1.31572,-1.35171
-1.3155,-1.35044
-1.32999,-1.35245
-1.32999,-1.35109
-1.32999,-1.34984
-1.32999,-1.34916
-1.32999,-1.34889
-1.32999,-1.34896
-1.32999,-1.34937
-1.32999,-1.34977
-1.32999,-1.35
-1.32999,-1.35023
-1.32999,-1.35045
-1.32999,-1.35071
-1.32999,-1.35101
-1.32999,-1.35141
-1.32999,-1.35193
-1.32999,-1.35263
-1.32999,-1.35354
-1.32999,-1.35469
-1.32999,-1.3561
-1.32999,-1.35775
-1.32999,-1.35964
-1.32999,-1.36173
-1.32999,-1.364
-1.32999,-1.36638
-1.32999,-1.36882
-1.32999,-1.37128
-1.32999,-1.37368
-1.32999,-1.37599
-1.32999,-1.37814
-1.32999,-1.38011
-1.32999,-1.38187
-1.32999,-1.38338
-1.32999,-1.38466
-1.32999,-1.38568
-1.32999,-1.38647
-1.32999,-1.38704
-1.32999,-1.38741
-1.32999,-1.3876
-1.32999,-1.38763
-1.32999,-1.38751
-1.32999,-1.38727
-1.32999,-1.38691
-1.32999,-1.38643
-1.3299,-1.38581
-1.32952,-1.38506
-1.32914,-1.38414
-1.32876,-1.38304
-1.32838,-1.38172
-1.328,-1.38018
-1.32761,-1.3784
-1.32723,-1.37638
-1.32684,-1.37411
-1.32644,-1.37163
-1.32605,-1.36898
-1.32565,-1.3662
-1.32526,-1.36335
-1.32486,-1.36051
-1.32446,-1.35775
-1.32405,-1.35512
-1.32365,-1.35269
-1.32324,-1.35049
-1.32283,-1.34856
-1.32242,-1.34689
-1.322,-1.34549
-1.32159,-1.34432
-1.32117,-1.34336
-1.32075,-1.34255
-1.32033,-1.34188
-1.3199,-1.34129
-1.31948,-1.34076
-1.31905,-1.34028
-1.31862,-1.33985
-1.31819,-1.33949
-1.31775,-1.33922
-1.31732,-1.33908
-1.31688,-1.3391
-1.31644,-1.33934
-1.316,-1.33981
-1.31555,-1.34054
-1.31511,-1.34154
-1.31466,-1.3428
-1.31421,-1.34429
-1.31376,-1.34596
-1.3133,-1.34763
-1.31285,-1.34883
-1.31239,-1.34944
-1.31193,-1.3499
-1.31168,-1.34993
-1.32999,-1.35175
-1.32999,-1.35187
-1.32999,-1.35236
-1.32999,-1.3527
-1.32999,-1.35259
-1.32999,-1.35164
-1.32999,-1.34967
-1.32999,-1.34709
-1.32999,-1.34502
-1.32999,-1.34502
-1.32999,-1.34686
-1.32999,-1.34794
-1.32999,-1.34903
-1.32999,-1.35011
-1.32999,-1.3513
-1.32999,-1.35265
-1.32999,-1.35423
-1.32999,-1.35607
-1.32999,-1.35819
-1.32999,-1.36061
-1.32999,-1.3633
-1.32999,-1.36623
-1.32999,-1.36933
-1.32999,-1.37255
-1.32999,-1.37581
-1.32999,-1.37903
-1.32999,-1.38214
-1.32999,-1.38505
-1.32999,-1.38772
-1.32999,-1.39008
-1.32999,-1.3921
-1.32999,-1.39377
-1.32999,-1.39506
-1.32999,-1.39599
-1.32999,-1.39657
-1.32999,-1.39682
-1.32999,-1.39677
-1.32999,-1.39645
-1.32999,-1.3959
-1.32999,-1.39512
-1.32999,-1.39415
-1.32999,-1.39299
-1.32999,-1.39165
-1.32988,-1.39011
-1.32942,-1.38838
-1.32896,-1.38643
-1.3285,-1.38424
-1.32804,-1.38179
-1.32757,-1.37909
-1.32711,-1.37613
-1.32664,-1.37292
-1.32617,-1.36949
-1.3257,-1.36587
-1.32522,-1.36212
-1.32475,-1.35829
-1.32427,-1.35444
-1.32379,-1.35065
-1.32331,-1.34697
-1.32283,-1.34347
-1.32234,-1.34019
-1.32186,-1.33717
-1.32137,-1.33445
-1.32088,-1.33204
-1.32038,-1.32994
-1.31989,-1.32817
-1.31939,-1.32674
-1.3189,-1.32564
-1.3184,-1.32487
-1.3179,-1.32443
-1.31739,-1.3243
-1.31689,-1.32449
-1.31638,-1.32497
-1.31587,-1.32576
-1.31536,-1.32684
-1.31485,-1.32819
-1.31433,-1.32982
-1.31382,-1.33169
-1.3133,-1.33379
-1.31278,-1.336
-1.31226,-1.33775
-1.31174,-1.33854
-1.31121,-1.33893
-1.31068,-1.33859
-1.31016,-1.33749
-1.30962,-1.33547
-1.30909,-1.33263
-1.30856,-1.32894
-1.30827,-1.32454
-1.32999,-1.36453
-1.32999,-1.36289
-1.32999,-1.36458
-1.32999,-1.36821
-1.32999,-1.37284
-1.32999,-1.37775
-1.32999,-1.38211
-1.32999,-1.38514
-1.32999,-1.38617
-1.32999,-1.38464
-1.32999,-1.37979
-1.32999,-1.37028
