-1.32999,-1.35227
-1.32999,-1.35313
-1.32999,-1.35311
-1.32999,-1.35344
-1.32999,-1.35343
-1.32999,-1.35335
-1.32999,-1.35321
-1.32999,-1.3531
-1.32999,-1.353
-1.32999,-1.35298
-1.32999,-1.353
-1.32999,-1.35314
-1.32999,-1.35337
-1.32999,-1.35376
-1.32999,-1.35428
-1.32999,-1.35497
-1.32999,-1.35581
-1.32999,-1.35683
-1.32999,-1.35799
-1.32999,-1.3593
-1.32999,-1.36073
-1.32999,-1.36227
-1.32999,-1.36388
-1.32999,-1.36556
-1.32999,-1.36726
-1.32999,-1.36897
-1.32999,-1.37066
-1.32999,-1.37229
-1.32999,-1.37387
-1.32999,-1.37535
-1.32999,-1.37674
-1.32999,-1.37801
-1.32999,-1.37916
-1.32999,-1.38018
-1.32999,-1.38108
-1.32999,-1.38183
-1.32999,-1.38245
-1.32999,-1.38294
-1.32999,-1.38328
-1.32999,-1.38349
-1.32999,-1.38355
-1.32999,-1.38347
-1.32999,-1.38325
-1.32997,-1.38288
-1.32991,-1.38236
-1.32984,-1.38169
-1.32977,-1.38086
-1.3297,-1.37989
-1.32962,-1.37877
-1.32954,-1.37751
-1.32946,-1.37612
-1.32938,-1.3746
-1.32929,-1.37298
-1.3292,-1.37127
-1.32911,-1.3695
-1.32901,-1.36771
-1.32891,-1.36591
-1.32881,-1.36414
-1.32871,-1.36244
-1.3286,-1.36081
-1.32849,-1.3593
-1.32838,-1.35791
-1.32827,-1.35666
-1.32815,-1.35555
-1.32803,-1.35458
-1.32791,-1.35376
-1.32778,-1.35308
-1.32765,-1.35253
-1.32752,-1.35211
-1.32739,-1.35181
-1.32725,-1.35163
-1.32712,-1.35157
-1.32697,-1.35163
-1.32683,-1.35182
-1.32668,-1.35213
-1.32653,-1.35258
-1.32638,-1.35316
-1.32623,-1.35389
-1.32607,-1.35474
-1.32591,-1.35573
-1.32575,-1.35683
-1.32558,-1.35803
-1.32542,-1.35913
-1.32525,-1.35986
-1.32507,-1.36005
-1.3249,-1.36017
-1.32472,-1.35966
-1.3246,-1.35894
-1.32999,-1.35819
-1.32999,-1.3571
-1.32999,-1.35545
-1.32999,-1.35422
-1.32999,-1.35312
-1.32999,-1.35222
-1.32999,-1.35142
-1.32999,-1.35084
-1.32999,-1.35035
-1.32999,-1.35008
-1.32999,-1.3499
-1.32999,-1.34995
-1.32999,-1.35012
-1.32999,-1.35054
-1.32999,-1.35112
-1.32999,-1.35194
-1.32999,-1.35294
-1.32999,-1.35417
-1.32999,-1.35557
-1.32999,-1.35717
-1.32999,-1.35891
-1.32999,-1.36079
-1.32999,-1.36277
-1.32999,-1.36482
-1.32999,-1.36691
-1.32999,-1.36901
-1.32999,-1.37109
-1.32999,-1.37312
-1.32999,-1.37506
-1.32999,-1.37691
-1.32999,-1.37863
-1.32999,-1.38022
-1.32999,-1.38165
-1.32999,-1.38293
-1.32999,-1.38403
-1.32999,-1.38497
-1.32999,-1.38573
-1.32999,-1.38631
-1.32999,-1.38672
-1.32999,-1.38695
-1.32999,-1.387
-1.32999,-1.38688
-1.32999,-1.38657
-1.32994,-1.38608
-1.32976,-1.38541
-1.32958,-1.38455
-1.32939,-1.38351
-1.32921,-1.38228
-1.32902,-1.38087
-1.32882,-1.37929
-1.32863,-1.37753
-1.32843,-1.37563
-1.32823,-1.37359
-1.32802,-1.37144
-1.32782,-1.36922
-1.32761,-1.36694
-1.3274,-1.36466
-1.32719,-1.3624
-1.32697,-1.3602
-1.32675,-1.3581
-1.32653,-1.35612
-1.32631,-1.35428
-1.32609,-1.35261
-1.32586,-1.3511
-1.32563,-1.34978
-1.3254,-1.34863
-1.32516,-1.34765
-1.32492,-1.34684
-1.32468,-1.34619
-1.32444,-1.3457
